GROUPING ID,GROUPING DESCRIPTION,Variable Legend,SELECT,DISPLAY,POPULATION_TYPE,VARIABLE
GHE_DALYRATE.207,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Mental and behavioral disorders, total male population",Anxiety disorders,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE088__SEX--M
GHE_DALYRATE.207,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Mental and behavioral disorders, total male population",Bipolar disorder,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE084__SEX--M
GHE_DALYRATE.207,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Mental and behavioral disorders, total male population",Childhood behavioural disorders,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE091__SEX--M
GHE_DALYRATE.207,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Mental and behavioral disorders, total male population",Drug use disorders,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE087__SEX--M
GHE_DALYRATE.207,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Mental and behavioral disorders, total male population",Eating disorders,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE089__SEX--M
GHE_DALYRATE.207,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Mental and behavioral disorders, total male population",Idiopathic intellectual disability,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE092__SEX--M
GHE_DALYRATE.207,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Mental and behavioral disorders, total male population",Pervasive developmental disorders,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE090__SEX--M
GHE_DALYRATE.207,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Mental and behavioral disorders, total male population",Schizophrenia,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE085__SEX--M
GHE_DALYRATE.207,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Mental and behavioral disorders, total male population",Unipolar depressive disorders,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE083__SEX--M
GHE_DALYRATE.207,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Mental and behavioral disorders, total male population",Other mental and behavioural disorders,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE093__SEX--M
GHE_DALYRATE.208,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Mental and behavioral disorders, total population",Alcohol use disorders,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE086
GHE_DALYRATE.208,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Mental and behavioral disorders, total population",Anxiety disorders,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE088
GHE_DALYRATE.208,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Mental and behavioral disorders, total population",Bipolar disorder,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE084
GHE_DALYRATE.208,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Mental and behavioral disorders, total population",Childhood behavioural disorders,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE091
GHE_DALYRATE.208,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Mental and behavioral disorders, total population",Drug use disorders,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE087
GHE_DALYRATE.208,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Mental and behavioral disorders, total population",Eating disorders,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE089
GHE_DALYRATE.208,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Mental and behavioral disorders, total population",Idiopathic intellectual disability,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE092
GHE_DALYRATE.208,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Mental and behavioral disorders, total population",Pervasive developmental disorders,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE090
GHE_DALYRATE.208,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Mental and behavioral disorders, total population",Schizophrenia,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE085
GHE_DALYRATE.208,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Mental and behavioral disorders, total population",Unipolar depressive disorders,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE083
GHE_DALYRATE.208,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Mental and behavioral disorders, total population",Other mental and behavioural disorders,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE093
GHE_DALYRATE.209,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Migraine, female population, by age",5-14 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE099__SEX--F
GHE_DALYRATE.209,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Migraine, female population, by age",15-29 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y15T29__GHECAUSES--GHE099__SEX--F
GHE_DALYRATE.209,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Migraine, female population, by age",30-49 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y30T49__GHECAUSES--GHE099__SEX--F
GHE_DALYRATE.209,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Migraine, female population, by age",50-69 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y50T69__GHECAUSES--GHE099__SEX--F
GHE_DALYRATE.209,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Migraine, female population, by age",60-69 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE099__SEX--F
GHE_DALYRATE.209,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Migraine, female population, by age",70 plus years of age,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y_GE70__GHECAUSES--GHE099__SEX--F
GHE_DALYRATE.210,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Migraine, male population, by age",5-14 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE099__SEX--M
GHE_DALYRATE.210,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Migraine, male population, by age",15-29 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y15T29__GHECAUSES--GHE099__SEX--M
GHE_DALYRATE.210,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Migraine, male population, by age",30-49 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y30T49__GHECAUSES--GHE099__SEX--M
GHE_DALYRATE.210,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Migraine, male population, by age",50-69 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y50T69__GHECAUSES--GHE099__SEX--M
GHE_DALYRATE.210,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Migraine, male population, by age",60-69 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE099__SEX--M
GHE_DALYRATE.210,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Migraine, male population, by age",70 plus years of age,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y_GE70__GHECAUSES--GHE099__SEX--M
GHE_DALYRATE.211,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Mouth and oropharynx cancers, female population, by age",5-14 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE062__SEX--F
GHE_DALYRATE.211,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Mouth and oropharynx cancers, female population, by age",15-29 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y15T29__GHECAUSES--GHE062__SEX--F
GHE_DALYRATE.211,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Mouth and oropharynx cancers, female population, by age",30-49 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y30T49__GHECAUSES--GHE062__SEX--F
GHE_DALYRATE.211,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Mouth and oropharynx cancers, female population, by age",50-69 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y50T69__GHECAUSES--GHE062__SEX--F
GHE_DALYRATE.211,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Mouth and oropharynx cancers, female population, by age",60-69 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE062__SEX--F
GHE_DALYRATE.211,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Mouth and oropharynx cancers, female population, by age",70 plus years of age,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y_GE70__GHECAUSES--GHE062__SEX--F
GHE_DALYRATE.212,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Mouth and oropharynx cancers, male population, by age",5-14 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE062__SEX--M
GHE_DALYRATE.212,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Mouth and oropharynx cancers, male population, by age",15-29 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y15T29__GHECAUSES--GHE062__SEX--M
GHE_DALYRATE.212,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Mouth and oropharynx cancers, male population, by age",30-49 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y30T49__GHECAUSES--GHE062__SEX--M
GHE_DALYRATE.212,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Mouth and oropharynx cancers, male population, by age",50-69 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y50T69__GHECAUSES--GHE062__SEX--M
GHE_DALYRATE.212,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Mouth and oropharynx cancers, male population, by age",60-69 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE062__SEX--M
GHE_DALYRATE.212,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Mouth and oropharynx cancers, male population, by age",70 plus years of age,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y_GE70__GHECAUSES--GHE062__SEX--M
GHE_DALYRATE.213,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Multiple sclerosis, female population, by age",5-14 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE098__SEX--F
GHE_DALYRATE.213,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Multiple sclerosis, female population, by age",15-29 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y15T29__GHECAUSES--GHE098__SEX--F
GHE_DALYRATE.213,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Multiple sclerosis, female population, by age",30-49 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y30T49__GHECAUSES--GHE098__SEX--F
GHE_DALYRATE.213,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Multiple sclerosis, female population, by age",50-69 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y50T69__GHECAUSES--GHE098__SEX--F
GHE_DALYRATE.213,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Multiple sclerosis, female population, by age",60-69 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE098__SEX--F
GHE_DALYRATE.213,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Multiple sclerosis, female population, by age",70 plus years of age,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y_GE70__GHECAUSES--GHE098__SEX--F
GHE_DALYRATE.214,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Multiple sclerosis, male population, by age",5-14 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE098__SEX--M
GHE_DALYRATE.214,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Multiple sclerosis, male population, by age",15-29 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y15T29__GHECAUSES--GHE098__SEX--M
GHE_DALYRATE.214,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Multiple sclerosis, male population, by age",30-49 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y30T49__GHECAUSES--GHE098__SEX--M
GHE_DALYRATE.214,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Multiple sclerosis, male population, by age",50-69 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y50T69__GHECAUSES--GHE098__SEX--M
GHE_DALYRATE.214,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Multiple sclerosis, male population, by age",60-69 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE098__SEX--M
GHE_DALYRATE.214,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Multiple sclerosis, male population, by age",70 plus years of age,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y_GE70__GHECAUSES--GHE098__SEX--M
GHE_DALYRATE.215,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Musculoskeletal diseases, female population, by age",5-14 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE134__SEX--F
GHE_DALYRATE.215,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Musculoskeletal diseases, female population, by age",15-29 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y15T29__GHECAUSES--GHE134__SEX--F
GHE_DALYRATE.215,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Musculoskeletal diseases, female population, by age",30-49 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y30T49__GHECAUSES--GHE134__SEX--F
GHE_DALYRATE.215,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Musculoskeletal diseases, female population, by age",50-69 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y50T69__GHECAUSES--GHE134__SEX--F
GHE_DALYRATE.215,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Musculoskeletal diseases, female population, by age",60-69 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE134__SEX--F
GHE_DALYRATE.215,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Musculoskeletal diseases, female population, by age",70 plus years of age,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y_GE70__GHECAUSES--GHE134__SEX--F
GHE_DALYRATE.216,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Musculoskeletal diseases, male population, by age",5-14 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE134__SEX--M
GHE_DALYRATE.216,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Musculoskeletal diseases, male population, by age",15-29 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y15T29__GHECAUSES--GHE134__SEX--M
GHE_DALYRATE.216,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Musculoskeletal diseases, male population, by age",30-49 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y30T49__GHECAUSES--GHE134__SEX--M
GHE_DALYRATE.216,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Musculoskeletal diseases, male population, by age",50-69 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y50T69__GHECAUSES--GHE134__SEX--M
GHE_DALYRATE.216,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Musculoskeletal diseases, male population, by age",60-69 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE134__SEX--M
GHE_DALYRATE.216,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Musculoskeletal diseases, male population, by age",70 plus years of age,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y_GE70__GHECAUSES--GHE134__SEX--M
GHE_DALYRATE.217,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Musculoskeletal diseases, total female population",Back and neck pain,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE138__SEX--F
GHE_DALYRATE.217,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Musculoskeletal diseases, total female population",Gout,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE137__SEX--F
GHE_DALYRATE.217,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Musculoskeletal diseases, total female population",Musculoskeletal diseases,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE134__SEX--F
